GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,FrequencyTrack,36,142,7,15,6,28,9,8,2,4
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,FrequencyTrack.FrequencyTrackSnapshot,39,0,8,0,7,0,5,0,1,0
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,VelocityReconstructor,11,330,9,19,3,61,9,10,0,5
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,SimpleMultiSensorDopplerEstimator,12,354,7,23,2,74,7,17,0,9
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,RadialVelocityEstimate,25,44,8,8,5,7,8,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,ExactDopplerEstimator,22,36,6,6,6,7,8,2,2,2
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,SourceObservation,10,40,4,4,2,7,4,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.doppler,SimpleDopplerEstimator,8,50,4,8,2,11,5,5,1,3
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.plugin,AcousticLocalizationPlugin,0,112,0,0,0,26,0,10,0,10
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.plugin,AcousticLocalizationPlugin.new MenuContribution() {...},4,15,0,0,2,6,2,4,2,4
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.plugin,AcousticLocalizationPlugin.new ViewContribution() {...},4,5,0,0,2,2,2,2,2,2
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.plugin,AcousticLocalizationPlugin.new AnalysisContribution() {...},6,9,0,0,2,1,2,1,2,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.plugin,AcousticLocalizationPlugin.new DemoSignalContribution() {...},9,12,0,0,3,1,3,1,3,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.visualization,AcousticDebugFrame,46,0,2,0,12,0,3,0,2,0
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,WingbeatFrequencyTracker,1,191,1,9,1,35,1,7,0,3
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,DelayAndSumBeamformer,11,153,4,14,1,29,5,11,1,6
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,GccPhatTdoaEstimator.LagScore,0,9,0,0,0,1,0,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,MosquitoLocalizationPipeline,22,279,7,25,4,52,5,16,0,5
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,SpectralPeak,15,37,7,7,3,5,7,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,CrossCorrelationTdoaEstimator,6,190,3,9,1,38,3,7,0,4
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,FrequencyBand,19,23,8,4,2,5,7,1,1,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,AcousticLocalizationSnapshot,5,37,2,2,1,6,2,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,DelayAndSumBeamformer.BeamformingPoint,10,18,3,3,2,4,3,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,TdoaEstimate,20,60,9,9,4,7,9,2,0,2
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,GccPhatTdoaEstimator,6,354,3,21,1,67,3,16,0,7
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic,MosquitoLocalizationPipeline.TdoaPairingMode,0,15,0,0,0,3,0,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,SourceTracker.Observation,25,83,9,9,5,13,9,3,0,3
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,TrackingSnapshot,5,36,1,1,1,7,1,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,SourceTracker,5,585,8,42,1,126,8,29,0,12
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,TrackedSource,61,112,17,17,11,14,18,1,1,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,TrackingPipeline,88,372,14,14,24,80,14,11,4,7
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,FrequencyClusterer,16,416,11,53,2,89,11,29,0,8
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,FrequencyCluster,15,40,5,5,3,8,5,2,0,2
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,MultiPeakDetector,18,421,8,32,7,72,11,19,3,7
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,FrameSchedule,0,63,2,10,0,10,2,7,0,3
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,DetectedPeak,20,38,7,7,4,6,7,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,ProcessingBudget,8,71,0,2,3,18,2,7,2,6
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,Kalman2D,12,575,10,42,4,90,10,27,0,11
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,SourceTracker.Track,0,6,0,0,0,2,0,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,TrackingPipeline.DopplerDiagnostics,20,60,8,8,4,9,8,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.tracking,TrackingPipeline.PipelineFrequencyTrack,0,15,0,0,0,6,0,1,0,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.simulation,SimulatedMicrophoneArraySource,25,317,7,19,6,61,8,12,1,6
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.simulation,SoundEmitter2D,31,62,9,9,5,8,10,3,1,3
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.simulation,Room2D,41,51,18,10,7,7,15,1,1,1
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.simulation,SimulationScenarios,121,200,0,0,18,17,4,6,4,6
Audio Analyzer Experimental Acoustic,org.hammer.audio.experimental.acoustic.simulation,SimulationScenarios.Scenario,25,65,8,8,5,9,8,2,0,2
